report_date;line_item;spend_dkk;impressions;clicks;viewable_rate;attributed_revenue;currency
07/06/2023;hh_dk_Prog_Video_Havesaeson_202306_kopi;15633.36;227429;1405;0.577;28691.08;DKK
12/06/2024;HH_Prog_Video_Havesaeson_202406;22450.02;372907;2274;0.899;40123.05;DKK
03/01/2023;Havehjornet_Prog_Video_Alm_202301;33966.72;553489;3736;0.638;46361.35;DKK
28/07/2022;HAVEHJ_Prog_Video_Alm_202207;15465.35;387720;1010;0.865;23679.48;DKK
18/03/2023;HAVEHJ_Prog_Video_Alm_202303;22262.83;458688;1876;0.74;34734.60;DKK
14/05/2025;Havehjornet_Prog_Video_Havesaeson_202505;4082.36;497773;1997;0.897;7100.79;EUR
04/05/2023;HH_Prog_Video_Havesaeson_202305;8173.91;168138;525;0.815;12375.90;DKK
05/06/2023;HH_Prog_Display_Havesaeson_202306;8834.73;215776;525;0.72;12652.13;DKK
09/07/2023;HH_Prog_Video_Alm_202307_kopi;3135.49;461343;1209;0.635;5758.70;EUR
11/08/2022;hh_dk_Prog_Video_Alm_202208;1378.39;114561;735;0.635;2044.43;EUR
11/04/2025;HAVEHJ_Prog_Video_Havesaeson_202504;13890.33;241008;849;0.873;21636.08;DKK
21/02/2024;HAVEHJ_Prog_Video_Alm_202402;35752.07;1116334;1959;0.663;56188.22;DKK
07/05/2023;Havehjornet_Prog_Display_Havesaeson_202305;8307.48;132855;996;0.726;14001.35;DKK
10/06/2024;HH_Prog_Video_Havesaeson_202406;93876.24;1177397;4694;0.736;139031.74;DKK
21/11/2023;Havehjornet_Prog_Video_BlackFriday_202311;19205.40;263255;1864;0.806;31129.85;DKK
18/04/2024;HAVEHJ_Prog_Video_Havesaeson_202404;10711.53;2349179;6783;0.829;27880.48;EUR
27/05/2025;HAVEHJ_Prog_Video_Havesaeson_202505;17716.68;219650;923;0.784;36775.65;DKK
10/04/2023;Havehjornet_Prog_Video_Havesaeson_202304;47848.96;540285;5753;0.757;78173.20;DKK
20/09/2023;HH_Prog_Display_Alm_202309;23974.96;307589;1407;0.688;28192.10;DKK
24/12/2023;Havehjornet_Prog_Video_Jul_202312;46063.12;588522;2691;0.665;101495.64;DKK
28/03/2024;HH_Prog_Display_Alm_202403;12829.74;213093;916;0.561;15218.42;DKK
01/01/2026;HH_Prog_Display_Alm_202601_kopi;6668.92;77598;388;0.792;6118.92;DKK
28/10/2024;Havehjornet_Prog_Video_Alm_202410;18338.39;483447;2162;0.854;32305.13;DKK
01/07/2023;HH_Prog_Display_Alm_202307;3045.56;334196;1270;0.866;2728.76;EUR
14/02/2024;Havehjornet_Prog_Video_Alm_202402;15262.95;368879;834;0.899;36281.21;DKK
19/06/2023;HAVEHJ_Prog_Video_Havesaeson_202306;14617.75;250446;752;0.674;29298.17;DKK
15/03/2025;Havehjornet_Prog_Video_Alm_202503;12700.27;179711;706;0.84;25092.68;DKK
20/01/2022;HH_Prog_Display_Alm_202201;17399.10;419152;890;0.688;16642.41;DKK
08/11/2023;Havehjornet_Prog_Display_BlackFriday_202311;8637.27;143376;610;0.737;7300.82;DKK
08/03/2024;Havehjornet_Prog_Video_Alm_202403;17099.87;197342;890;0.871;25122.43;DKK
18/12/2022;Havehjornet_Prog_Display_Jul_202212;10857.93;132739;831;0.768;14588.51;DKK
31/08/2025;HH_Prog_Display_Alm_202508;17640.01;286695;941;0.607;17503.43;DKK
09/03/2024;Havehjornet_Prog_Display_Alm_202403;15917.80;457603;1414;0.836;18910.53;DKK
23/05/2023;Havehjornet_Prog_Display_Havesaeson_202305;1055.13;131347;925;0.783;1138.78;EUR
12/11/2024;hh_dk_Prog_Display_BlackFriday_202411;14343.84;304802;847;0.834;16090.12;DKK
05/05/2022;HAVEHJ_Prog_Display_Havesaeson_202205;15610.22;190697;1541;0.638;22406.09;DKK
22/01/2022;hh_dk_Prog_Video_Alm_202201;5818.62;79978;349;0.781;11959.97;DKK
07/12/2024;Havehjornet_Prog_Display_Jul_202412;7370.38;147624;510;0.849;4776.38;DKK
18/03/2024;hh_dk_Prog_Display_Alm_202403;2062.66;415461;1240;0.665;2667.77;EUR
17/06/2022;Havehjornet_Prog_Display_Havesaeson_202206;23847.52;339030;2414;0.56;29398.37;DKK
05/08/2024;hh_dk_Prog_Display_Alm_202408;8105.09;180431;465;0.837;13018.99;DKK
28/04/2025;HH_Prog_Display_Havesaeson_202504;4195.87;105709;227;0.864;5045.89;DKK
10/11/2022;Havehjornet_Prog_Video_BlackFriday_202211;19261.77;376230;2260;0.824;41573.56;DKK
27/05/2024;HAVEHJ_Prog_Display_Havesaeson_202405;23394.94;328668;1260;0.763;21752.18;DKK
02/08/2023;HAVEHJ_Prog_Video_Alm_202308;11722.94;323590;909;0.727;21977.56;DKK
11/11/2025;HH_Prog_Video_BlackFriday_202511;21238.20;283124;1170;0.745;36238.79;DKK
18/02/2022;hh_dk_Prog_Display_Alm_202202;1174.78;110084;739;0.859;1786.83;EUR
18/05/2024;HH_Prog_Display_Havesaeson_202405;4261.46;89762;368;0.786;5005.61;DKK
11/07/2023;HH_Prog_Video_Alm_202307;1366.62;193998;758;0.711;1856.84;EUR
22/01/2025;HH_Prog_Display_Alm_202501;1335.51;123333;914;0.605;1778.94;EUR
16/05/2025;HAVEHJ_Prog_Video_Havesaeson_202505_kopi;54846.81;613539;3740;0.688;127387.19;DKK
30/07/2023;Havehjornet_Prog_Video_Alm_202307;6115.28;159193;374;0.647;8606.83;DKK
01/07/2024;HH_Prog_Video_Alm_202407;11227.07;274927;1002;0.775;29070.29;DKK
01/03/2025;HAVEHJ_Prog_Display_Alm_202503;8770.63;102180;710;0.63;9463.10;DKK
05/09/2023;HAVEHJ_Prog_Video_Alm_202309;3889.03;577515;3420;0.589;8075.41;EUR
16/11/2023;HAVEHJ_Prog_Video_BlackFriday_202311;47858.06;876147;4787;0.844;88307.36;DKK
03/04/2022;Havehjornet_Prog_Display_Havesaeson_202204;716.42;72600;479;0.673;620.11;EUR
22/01/2025;HAVEHJ_Prog_Video_Alm_202501;28270.82;413340;1495;0.857;58227.29;DKK
05/12/2022;Havehjornet_Prog_Display_Jul_202212_kopi;1689.67;36298;145;0.884;1731.41;DKK
09/09/2024;HH_Prog_Display_Alm_202409;7397.34;135961;487;0.886;6006.65;DKK
23/01/2023;HAVEHJ_Prog_Display_Alm_202301;2905.67;459848;1514;0.733;2542.81;EUR
16/09/2023;HH_Prog_Video_Alm_202309;28524.44;500734;2795;0.614;53197.80;DKK
11/09/2022;Havehjornet_Prog_Display_Alm_202209;6428.80;131016;382;0.671;8210.00;DKK
04/04/2023;HH_Prog_Video_Havesaeson_202304;34597.76;876668;1780;0.581;68385.40;DKK
19/09/2025;HAVEHJ_Prog_Display_Alm_202509;1696.79;184508;691;0.784;2232.76;EUR
10/08/2022;HH_Prog_Video_Alm_202208;4374.75;503262;3521;0.798;5789.44;EUR
17/06/2025;Havehjornet_Prog_Video_Havesaeson_202506;19917.20;387909;1082;0.6;31248.35;DKK
31/01/2022;Havehjornet_Prog_Display_Alm_202201;2307.51;375961;1308;0.811;3196.62;EUR
10/11/2024;Havehjornet_Prog_Display_BlackFriday_202411;9767.92;167643;671;0.853;11177.02;DKK
13/03/2024;hh_dk_Prog_Display_Alm_202403;1178.65;148486;738;0.733;1522.41;EUR
12/07/2023;hh_dk_Prog_Video_Alm_202307_kopi;15481.56;480421;1110;0.742;37480.65;DKK
14/07/2024;Havehjornet_Prog_Video_Alm_202407;5095.66;150552;547;0.772;18587.22;DKK
21/01/2025;Havehjornet_Prog_Video_Alm_202501;10441.76;215596;552;0.576;19481.60;DKK
27/02/2024;Havehjornet_Prog_Display_Alm_202402;2040.32;347641;1703;0.705;3054.87;EUR
17/02/2024;hh_dk_Prog_Display_Alm_202402;17977.28;265701;1617;0.855;14896.05;DKK
10/03/2022;HAVEHJ_Prog_Video_Alm_202203;8172.26;245244;558;0.686;10306.09;DKK
29/07/2022;hh_dk_Prog_Display_Alm_202207;1055.71;124354;593;0.855;1013.52;EUR
08/04/2022;HH_Prog_Video_Havesaeson_202204;29881.67;450316;3168;0.583;58425.81;DKK
21/08/2023;Havehjornet_Prog_Display_Alm_202308;20502.48;536763;1488;0.655;22653.52;DKK
12/09/2025;Havehjornet_Prog_Display_Alm_202509;18237.00;234038;1214;0.551;18737.95;DKK
08/10/2022;HH_Prog_Display_Alm_202210_kopi;18476.71;316753;955;0.551;19106.55;DKK
14/09/2024;hh_dk_Prog_Display_Alm_202409;684.05;76691;576;0.667;599.17;EUR
12/05/2023;hh_dk_Prog_Display_Havesaeson_202305_kopi;9222.19;150172;949;0.897;11398.83;DKK
27/02/2022;HAVEHJ_Prog_Display_Alm_202202_kopi;16426.11;234491;1515;0.78;17225.48;DKK
08/10/2023;HAVEHJ_Prog_Video_Alm_202310_kopi;14751.05;398533;897;0.615;24453.60;DKK
22/09/2025;HAVEHJ_Prog_Display_Alm_202509;11370.88;155986;1216;0.788;10162.29;DKK
13/06/2022;hh_dk_Prog_Video_Havesaeson_202206;40228.42;542942;2776;0.848;66445.66;DKK
28/06/2024;Havehjornet_Prog_Video_Havesaeson_202406;23080.14;338251;1781;0.735;48329.18;DKK
19/08/2025;Havehjornet_Prog_Video_Alm_202508;26462.01;336579;1567;0.835;55036.91;DKK
10/05/2025;hh_dk_Prog_Display_Havesaeson_202505;10739.22;245931;1275;0.863;12570.21;DKK
27/09/2022;HH_Prog_Display_Alm_202209;1229.10;158910;745;0.589;1165.03;EUR
03/08/2024;HH_Prog_Video_Alm_202408;9539.61;110223;639;0.849;20564.53;DKK
30/07/2022;HAVEHJ_Prog_Video_Alm_202207;10628.03;241414;585;0.653;20884.85;DKK
13/02/2025;hh_dk_Prog_Display_Alm_202502;8565.59;105145;785;0.881;9801.89;DKK
06/02/2024;Havehjornet_Prog_Display_Alm_202402;20062.59;236790;1043;0.712;17212.67;DKK
25/06/2022;HH_Prog_Video_Havesaeson_202206;43719.32;812175;2481;0.652;92413.86;DKK
23/12/2025;hh_dk_Prog_Video_Jul_202512;12350.72;313150;884;0.865;34621.42;DKK
27/05/2025;HAVEHJ_Prog_Display_Havesaeson_202505;15393.07;279411;925;0.578;24741.31;DKK
11/05/2025;HH_Prog_Display_Havesaeson_202505;12457.77;395680;695;0.827;15826.22;DKK
19/03/2025;HAVEHJ_Prog_Video_Alm_202503;3620.41;67639;287;0.882;7522.04;DKK
19/02/2025;HAVEHJ_Prog_Video_Alm_202502;22003.38;517695;1245;0.694;35495.62;DKK
30/06/2025;HAVEHJ_Prog_Display_Havesaeson_202506;2348.15;340468;1002;0.806;2779.33;EUR
17/01/2023;HAVEHJ_Prog_Display_Alm_202301;14882.22;314335;1067;0.802;11558.61;DKK
26/06/2025;Havehjornet_Prog_Video_Havesaeson_202506_kopi;14595.83;186691;873;0.82;21063.37;DKK
23/07/2022;hh_dk_Prog_Video_Alm_202207;10880.81;206461;595;0.603;21039.17;DKK
28/04/2024;HH_Prog_Display_Havesaeson_202404;4240.53;590366;2552;0.778;5335.46;EUR
09/01/2023;HH_Prog_Display_Alm_202301;13371.92;215111;1266;0.749;16028.70;DKK
09/05/2023;HAVEHJ_Prog_Display_Havesaeson_202305;7640.10;161519;657;0.835;9081.37;DKK
13/01/2025;HH_Prog_Display_Alm_202501_kopi;12084.19;321359;1015;0.593;14121.62;DKK
31/08/2024;Havehjornet_Prog_Video_Alm_202408;10573.40;255137;611;0.709;23197.78;DKK
04/11/2023;HH_Prog_Video_BlackFriday_202311;23930.10;464987;1251;0.786;45902.71;DKK
12/02/2025;HH_Prog_Video_Alm_202502;10304.79;144275;518;0.857;28542.65;DKK
06/06/2024;Havehjornet_Prog_Display_Havesaeson_202406;11244.72;141371;850;0.819;16809.34;DKK
25/06/2023;HAVEHJ_Prog_Display_Havesaeson_202306;16543.86;434651;1184;0.765;28064.23;DKK
01/12/2023;HH_Prog_Display_Jul_202312;7012.44;164285;421;0.696;8068.31;DKK
08/07/2022;HH_Prog_Display_Alm_202207;11840.58;170277;708;0.859;12322.73;DKK
29/04/2025;Havehjornet_Prog_Video_Havesaeson_202504;51490.03;1005946;2605;0.621;87051.84;DKK
15/04/2025;Havehjornet_Prog_Video_Havesaeson_202504;7349.72;117569;684;0.87;15556.89;DKK
18/01/2022;HH_Prog_Video_Alm_202201;7390.55;217864;376;0.695;12254.05;DKK
28/12/2025;HH_Prog_Display_Jul_202512;30765.02;501781;2303;0.629;28295.17;DKK
15/08/2024;HAVEHJ_Prog_Display_Alm_202408;15429.41;207620;828;0.566;16620.32;DKK
05/12/2025;HH_Prog_Display_Jul_202512;12367.69;241603;961;0.845;15764.20;DKK
01/07/2022;Havehjornet_Prog_Display_Alm_202207;15957.26;355799;1311;0.636;17326.40;DKK
17/04/2024;hh_dk_Prog_Display_Havesaeson_202404;22756.02;270385;2063;0.832;20385.08;DKK
22/07/2025;HAVEHJ_Prog_Display_Alm_202507;30047.50;561073;2009;0.725;46048.47;DKK
19/11/2023;Havehjornet_Prog_Video_BlackFriday_202311;15533.85;433399;1413;0.819;27794.17;DKK
17/03/2024;HH_Prog_Display_Alm_202403;20055.54;265804;1931;0.615;28440.73;DKK
03/11/2024;HH_Prog_Display_BlackFriday_202411;14029.74;166639;1020;0.751;17014.20;DKK
02/03/2022;hh_dk_Prog_Display_Alm_202203;4822.85;90121;583;0.737;5221.70;DKK
27/03/2023;Havehjornet_Prog_Display_Alm_202303;14164.01;286367;909;0.748;16926.68;DKK
19/06/2022;Havehjornet_Prog_Video_Havesaeson_202206;15277.85;270145;978;0.577;28448.53;DKK
14/11/2022;HH_Prog_Display_BlackFriday_202211;24548.17;339192;2283;0.614;22779.99;DKK
22/11/2025;Havehjornet_Prog_Video_BlackFriday_202511;32633.38;753749;1633;0.639;46359.25;DKK
17/12/2023;Havehjornet_Prog_Display_Jul_202312;6667.57;75690;719;0.726;6151.62;DKK
27/01/2023;hh_dk_Prog_Display_Alm_202301;11993.38;133847;791;0.673;10542.44;DKK
14/11/2025;HH_Prog_Video_BlackFriday_202511;39993.00;625048;2290;0.836;94084.34;DKK
07/11/2025;Havehjornet_Prog_Display_BlackFriday_202511;19877.76;245971;1040;0.823;32048.56;DKK
14/10/2023;hh_dk_Prog_Video_Alm_202310;7764.42;151592;795;0.789;14917.52;DKK
06/07/2025;HAVEHJ_Prog_Display_Alm_202507;11936.06;192142;1096;0.806;21219.61;DKK
12/08/2025;HAVEHJ_Prog_Display_Alm_202508;4708.26;71930;518;0.84;4927.56;DKK
26/02/2025;HAVEHJ_Prog_Display_Alm_202502;4679.32;97224;371;0.844;4187.41;DKK
02/05/2023;HAVEHJ_Prog_Display_Havesaeson_202305;17165.15;351478;924;0.76;18347.21;DKK
18/11/2022;HAVEHJ_Prog_Video_BlackFriday_202211;19352.47;640063;2181;0.693;39061.40;DKK
22/08/2025;HH_Prog_Display_Alm_202508;19123.10;294466;1301;0.777;28054.20;DKK
22/11/2023;hh_dk_Prog_Display_BlackFriday_202311;14522.00;382878;1741;0.655;19151.26;DKK
04/12/2022;Havehjornet_Prog_Video_Jul_202212;51018.33;814995;6316;0.743;73775.24;DKK
30/06/2024;HAVEHJ_Prog_Video_Havesaeson_202406;17964.90;212646;1578;0.608;34283.46;DKK
16/08/2025;HH_Prog_Display_Alm_202508;10307.63;186606;735;0.851;15983.22;DKK
12/10/2024;Havehjornet_Prog_Display_Alm_202410;7661.38;97891;858;0.811;9367.62;DKK
19/12/2024;hh_dk_Prog_Video_Jul_202412;53823.07;805230;2740;0.705;90684.91;DKK
16/05/2022;Havehjornet_Prog_Display_Havesaeson_202205;9265.29;264718;937;0.841;9479.64;DKK
13/12/2022;hh_dk_Prog_Display_Jul_202212_kopi;4999.31;80080;321;0.83;4627.34;DKK
16/12/2022;HAVEHJ_Prog_Video_Jul_202212;11630.99;359954;961;0.609;20504.94;DKK
18/09/2023;hh_dk_Prog_Display_Alm_202309;24569.98;403301;1527;0.716;24036.63;DKK
17/09/2022;HH_Prog_Display_Alm_202209_kopi;13348.33;254458;673;0.861;19608.17;DKK
26/06/2024;Havehjornet_Prog_Display_Havesaeson_202406;9673.24;161893;575;0.838;11423.02;DKK
31/12/2024;HAVEHJ_Prog_Video_Jul_202412;51291.75;697319;4360;0.82;93062.66;DKK
14/10/2022;HH_Prog_Video_Alm_202210_kopi;11484.99;197109;909;0.608;22082.88;DKK
14/03/2022;hh_dk_Prog_Display_Alm_202203;11786.27;184465;1313;0.582;14405.68;DKK
07/04/2023;HAVEHJ_Prog_Video_Havesaeson_202304;16979.03;366997;920;0.855;28379.47;DKK
02/08/2022;HH_Prog_Video_Alm_202208;8915.73;112333;800;0.656;24512.67;DKK
20/03/2023;HH_Prog_Display_Alm_202303;6335.46;83978;695;0.82;7996.89;DKK
03/08/2024;hh_dk_Prog_Display_Alm_202408;8235.88;242887;446;0.575;10016.35;DKK
23/06/2025;HAVEHJ_Prog_Video_Havesaeson_202506;35872.27;474688;3082;0.845;54861.29;DKK
18/08/2023;Havehjornet_Prog_Display_Alm_202308_kopi;19405.72;243921;1601;0.735;28091.41;DKK
18/06/2023;hh_dk_Prog_Video_Havesaeson_202306;29511.57;345772;1577;0.776;56141.93;DKK
28/01/2023;Havehjornet_Prog_Video_Alm_202301;57329.18;1514029;4162;0.899;136867.47;DKK
10/07/2024;hh_dk_Prog_Display_Alm_202407;16948.33;290299;980;0.68;20817.07;DKK
07/09/2022;HAVEHJ_Prog_Display_Alm_202209;8662.04;180097;740;0.619;10844.90;DKK
20/04/2023;HH_Prog_Video_Havesaeson_202304;17328.15;370577;1473;0.835;35293.85;DKK
04/03/2022;Havehjornet_Prog_Video_Alm_202203;16046.68;464150;1586;0.884;21314.36;DKK
11/02/2025;HAVEHJ_Prog_Display_Alm_202502;13124.09;218556;669;0.682;15922.42;DKK
21/11/2025;hh_dk_Prog_Display_BlackFriday_202511;8047.99;114038;684;0.627;10263.24;DKK
17/03/2023;HH_Prog_Display_Alm_202303;9473.86;106870;912;0.765;11531.04;DKK
11/11/2025;hh_dk_Prog_Display_BlackFriday_202511_kopi;7810.55;127690;687;0.634;9580.77;DKK
22/08/2025;Havehjornet_Prog_Video_Alm_202508;17031.77;249073;1508;0.659;34351.01;DKK
23/04/2022;hh_dk_Prog_Display_Havesaeson_202204;20557.60;242389;2360;0.721;21252.76;DKK
27/06/2024;HAVEHJ_Prog_Video_Havesaeson_202406;24184.08;283140;2678;0.661;47530.00;DKK
15/11/2022;hh_dk_Prog_Video_BlackFriday_202211;50504.02;1402357;3423;0.676;73358.00;DKK
16/05/2023;HH_Prog_Video_Havesaeson_202305;24653.53;281119;2476;0.891;46730.35;DKK
07/08/2022;hh_dk_Prog_Video_Alm_202208;9003.03;116686;563;0.725;16043.78;DKK
17/05/2023;HH_Prog_Video_Havesaeson_202305;13800.83;417510;698;0.816;23831.59;DKK
26/07/2024;HAVEHJ_Prog_Display_Alm_202407;27150.01;727096;2217;0.585;22495.08;DKK
14/07/2022;HH_Prog_Video_Alm_202207;12488.75;357365;1311;0.866;18257.91;DKK
22/03/2023;HH_Prog_Video_Alm_202303;16863.84;524200;1780;0.683;33219.48;DKK
24/12/2022;hh_dk_Prog_Display_Jul_202212;13732.99;225809;938;0.782;15885.27;DKK
26/04/2023;hh_dk_Prog_Display_Havesaeson_202304;16157.51;287486;1820;0.577;14566.98;DKK
18/02/2023;HAVEHJ_Prog_Display_Alm_202302;40579.95;781576;2353;0.755;46382.99;DKK
23/12/2023;hh_dk_Prog_Video_Jul_202312;26213.23;533949;2212;0.703;53381.52;DKK
27/06/2022;hh_dk_Prog_Display_Havesaeson_202206;8196.78;112148;1010;0.726;8977.06;DKK
17/09/2025;HAVEHJ_Prog_Video_Alm_202509;13629.86;170089;723;0.829;25240.24;DKK
03/01/2026;HH_Prog_Display_Alm_202601;18866.96;350110;951;0.6;17848.94;DKK
19/12/2023;hh_dk_Prog_Video_Jul_202312;2997.17;551219;1842;0.888;5283.54;EUR
06/03/2023;Havehjornet_Prog_Video_Alm_202303;5964.01;96631;366;0.854;9741.69;DKK
06/08/2023;hh_dk_Prog_Video_Alm_202308;11968.38;209248;677;0.846;32500.78;DKK
25/06/2023;HAVEHJ_Prog_Video_Havesaeson_202306;26085.92;832809;1436;0.738;38329.86;DKK
22/12/2023;hh_dk_Prog_Video_Jul_202312;2470.82;315873;1159;0.787;5582.89;EUR
28/04/2022;HH_Prog_Video_Havesaeson_202204;12772.37;212420;949;0.606;26948.20;DKK
21/06/2024;HH_Prog_Video_Havesaeson_202406;18228.12;521874;1519;0.895;31266.10;DKK
20/02/2025;Havehjornet_Prog_Display_Alm_202502_kopi;3451.33;342283;2441;0.619;3056.73;EUR
02/06/2025;hh_dk_Prog_Display_Havesaeson_202506;1500.63;191384;567;0.882;1327.03;EUR
27/11/2023;Havehjornet_Prog_Display_BlackFriday_202311;12830.74;166709;758;0.596;16383.40;DKK
05/12/2022;hh_dk_Prog_Video_Jul_202212;62844.25;713721;7574;0.82;117024.91;DKK
10/02/2023;Havehjornet_Prog_Video_Alm_202302;1889.99;215719;889;0.828;3961.86;EUR
03/01/2025;HH_Prog_Display_Alm_202501;11060.55;218956;591;0.623;14899.18;DKK
25/05/2023;Havehjornet_Prog_Video_Havesaeson_202305;27149.67;350573;1558;0.877;58295.01;DKK
23/03/2022;Havehjornet_Prog_Video_Alm_202203;22819.29;294905;2058;0.78;45143.07;DKK
01/10/2025;HAVEHJ_Prog_Display_Alm_202510;4385.39;56237;257;0.715;5348.54;DKK
05/03/2022;Havehjornet_Prog_Video_Alm_202203;28523.48;338465;1520;0.758;44817.41;DKK
16/11/2025;HH_Prog_Display_BlackFriday_202511;18404.34;326355;923;0.583;23567.31;DKK
15/07/2023;Havehjornet_Prog_Display_Alm_202307;9782.29;128871;1073;0.603;9335.16;DKK
30/11/2023;Havehjornet_Prog_Video_BlackFriday_202311;42443.67;594379;3688;0.609;52326.85;DKK
15/04/2023;HAVEHJ_Prog_Video_Havesaeson_202304;25681.16;308110;2721;0.69;57937.90;DKK
12/12/2024;Havehjornet_Prog_Display_Jul_202412;8188.04;117142;479;0.554;12705.91;DKK
19/06/2022;hh_dk_Prog_Display_Havesaeson_202206;4667.49;822558;3569;0.626;6091.01;EUR
23/10/2022;HH_Prog_Video_Alm_202210_kopi;63472.57;1221000;4661;0.62;120050.53;DKK
01/10/2023;hh_dk_Prog_Video_Alm_202310_kopi;19908.11;524363;1714;0.561;33208.62;DKK
22/09/2023;HAVEHJ_Prog_Video_Alm_202309;7601.06;88378;882;0.817;15849.44;DKK
20/08/2022;Havehjornet_Prog_Display_Alm_202208;1512.72;316729;606;0.552;2120.29;EUR
16/04/2023;HH_Prog_Display_Havesaeson_202304;21845.99;277065;1537;0.712;22440.02;DKK
03/09/2022;HAVEHJ_Prog_Display_Alm_202209;8324.24;130579;882;0.898;11649.05;DKK
16/07/2024;Havehjornet_Prog_Display_Alm_202407;10396.33;161979;694;0.745;13122.90;DKK
04/04/2025;HH_Prog_Video_Havesaeson_202504;3699.87;83367;230;0.881;8199.72;DKK
30/08/2024;Havehjornet_Prog_Display_Alm_202408;2335.59;398518;1267;0.621;3630.02;EUR
22/07/2023;hh_dk_Prog_Video_Alm_202307;8318.24;117371;892;0.802;15164.85;DKK
11/03/2024;HH_Prog_Video_Alm_202403;2167.09;333999;1465;0.704;4638.16;EUR
07/07/2024;HH_Prog_Display_Alm_202407;8085.11;97807;575;0.855;5892.70;DKK
01/08/2025;Havehjornet_Prog_Display_Alm_202508;21086.75;309577;1060;0.791;21524.89;DKK
22/01/2024;hh_dk_Prog_Video_Alm_202401;15816.87;178645;1294;0.883;28894.38;DKK
12/05/2022;Havehjornet_Prog_Display_Havesaeson_202205;1018.91;128362;529;0.831;1061.58;EUR
29/11/2023;HH_Prog_Display_BlackFriday_202311;11587.76;191907;1056;0.898;16302.32;DKK
18/11/2025;Havehjornet_Prog_Display_BlackFriday_202511;8145.83;91537;499;0.701;12064.56;DKK
30/04/2022;hh_dk_Prog_Display_Havesaeson_202204;7885.34;102854;646;0.717;7729.82;DKK
01/06/2025;HAVEHJ_Prog_Display_Havesaeson_202506;6323.64;77766;476;0.595;7426.91;DKK
18/05/2022;Havehjornet_Prog_Display_Havesaeson_202205;10086.48;127925;876;0.606;9642.87;DKK
09/02/2025;HH_Prog_Display_Alm_202502;21269.01;316825;1502;0.551;27622.09;DKK
21/03/2022;HAVEHJ_Prog_Video_Alm_202203;9892.03;160496;600;0.847;19455.83;DKK
27/01/2023;HAVEHJ_Prog_Video_Alm_202301;9415.80;123665;582;0.831;16492.63;DKK
08/02/2025;HH_Prog_Video_Alm_202502;17212.85;192571;1038;0.88;22088.19;DKK
20/06/2023;HAVEHJ_Prog_Video_Havesaeson_202306;19695.36;342473;1464;0.866;43005.06;DKK
16/08/2022;hh_dk_Prog_Video_Alm_202208;12111.42;137131;1315;0.773;34899.91;DKK
19/10/2024;HAVEHJ_Prog_Display_Alm_202410;2417.91;317686;1197;0.779;1993.82;EUR
02/12/2022;HH_Prog_Video_Jul_202212;75342.34;1693523;3797;0.627;223159.75;DKK
27/12/2025;HH_Prog_Video_Jul_202512_kopi;23104.14;339251;1276;0.589;39680.46;DKK
07/02/2024;hh_dk_Prog_Display_Alm_202402;7757.35;97977;473;0.656;9656.67;DKK
20/10/2024;HH_Prog_Video_Alm_202410;1525.20;27841;177;0.891;3865.57;DKK
16/05/2024;HH_Prog_Display_Havesaeson_202405;21852.93;680583;1370;0.837;17999.40;DKK
23/12/2024;hh_dk_Prog_Video_Jul_202412_kopi;9178.19;133219;471;0.707;18226.19;DKK
09/10/2025;hh_dk_Prog_Video_Alm_202510;18934.08;247497;2097;0.634;41023.86;DKK
25/12/2025;HAVEHJ_Prog_Video_Jul_202512_kopi;31894.42;485520;1934;0.834;62986.31;DKK
09/09/2023;HAVEHJ_Prog_Display_Alm_202309;12799.18;161906;1125;0.742;11779.45;DKK
06/09/2023;HAVEHJ_Prog_Display_Alm_202309;17604.99;303387;1269;0.836;21743.02;DKK
03/08/2022;HH_Prog_Video_Alm_202208;12949.79;217779;742;0.879;29396.18;DKK
22/04/2025;HH_Prog_Video_Havesaeson_202504_kopi;29523.64;729886;2075;0.665;63229.70;DKK
13/01/2024;HAVEHJ_Prog_Video_Alm_202401;44906.99;560266;3883;0.645;73082.04;DKK
25/01/2023;HAVEHJ_Prog_Display_Alm_202301;12923.83;182663;1511;0.883;13638.92;DKK
02/07/2024;Havehjornet_Prog_Display_Alm_202407;11309.48;174323;613;0.581;13090.85;DKK
12/04/2023;HH_Prog_Display_Havesaeson_202304;18510.73;264518;1463;0.767;16532.50;DKK
25/01/2023;Havehjornet_Prog_Video_Alm_202301;18451.39;219198;1546;0.79;35015.23;DKK
20/10/2024;HH_Prog_Display_Alm_202410;19067.34;634521;1260;0.771;26708.70;DKK
22/02/2024;hh_dk_Prog_Display_Alm_202402;12403.41;149779;1390;0.742;16051.50;DKK
10/07/2025;HAVEHJ_Prog_Display_Alm_202507;7381.76;165449;467;0.857;8487.85;DKK
05/03/2025;HH_Prog_Video_Alm_202503;5220.72;61853;417;0.664;9819.07;DKK
25/03/2025;HH_Prog_Display_Alm_202503;17055.06;347281;1530;0.635;18975.24;DKK
17/05/2025;HAVEHJ_Prog_Video_Havesaeson_202505;1897.56;219692;1582;0.551;4212.43;EUR
18/04/2022;HH_Prog_Display_Havesaeson_202204;12233.47;190790;804;0.666;19508.44;DKK
20/11/2024;hh_dk_Prog_Display_BlackFriday_202411;1227.82;149040;944;0.699;1820.81;EUR
25/10/2023;HH_Prog_Video_Alm_202310;30030.78;825688;3706;0.845;79813.01;DKK
22/08/2024;HH_Prog_Video_Alm_202408;31949.20;399910;1750;0.894;69326.35;DKK
