Campaign name;Amount spent (DKK);Impressions;Link clicks;Purchases;Purchase conversion value;date_str;currency
HAVEHJ_Social_Prospecting_Alm_202407;39070,34;428988;5356;183;73953,75;30.07.2024;DKK
HH_Social_Prospecting_Alm_202207;1503,56;68142;1472;63;6143,78;11.07.2022;EUR
hh_dk_Social_Prospecting_Alm_202201;24095,42;218542;7848;118;73642,64;22.01.2022;DKK
Havehjornet_Social_Retargeting_Jul_202312;13835,95;120553;1891;51;25372,33;31.12.2023;DKK
hh_dk_Social_Prospecting_Alm_202501;25266,30;149249;8046;120;89937,82;19.01.2025;DKK
hh_dk_Social_Prospecting_Jul_202412;1058,91;88793;1101;35;2246,13;09.12.2024;EUR
HAVEHJ_Social_Prospecting_Havesaeson_202504;21289,32;155883;4869;92;52212,34;29.04.2025;DKK
HAVEHJ_Social_Retargeting_Havesaeson_202306;7078,11;72667;1494;26;18640,14;20.06.2023;DKK
HH_Social_Prospecting_Alm_202502;28685,87;199453;3896;140;78430,48;06.02.2025;DKK
HAVEHJ_Social_Prospecting_Havesaeson_202406;1839,85;157709;3323;60;4108,90;03.06.2024;EUR
HH_Social_Prospecting_BlackFriday_202511;5409,65;345117;7915;165;13215,22;28.11.2025;EUR
hh_dk_Social_Prospecting_Alm_202308;29061,81;249445;8817;133;84357,34;11.08.2023;DKK
HH_Social_Retargeting_Havesaeson_202404;7931,29;40284;1163;30;23485,22;02.04.2024;DKK
Havehjornet_Social_Retargeting_Havesaeson_202204;10163,46;52226;2265;51;28995,85;17.04.2022;DKK
hh_dk_Social_Retargeting_Alm_202302;8510,91;69288;1083;36;22419,59;10.02.2023;DKK
hh_dk_Social_Prospecting_Alm_202403;8178,76;841853;10219;277;24898,85;01.03.2024;EUR
hh_dk_Social_Retargeting_Alm_202307;10480,79;127591;1319;42;22669,16;26.07.2023;DKK
HAVEHJ_Social_Prospecting_Jul_202212;26494,38;171761;4812;123;102770,06;14.12.2022;DKK
HH_Social_Prospecting_BlackFriday_202411;16934,71;315432;3493;89;30251,47;12.11.2024;DKK
HAVEHJ_Social_Retargeting_Alm_202403;10484,11;137983;1549;45;31629,07;08.03.2024;DKK
HAVEHJ_Social_Retargeting_Alm_202307;12553,26;73750;2250;47;37423,44;01.07.2023;DKK
Havehjornet_Social_Prospecting_Havesaeson_202305;21878,61;267243;2810;96;54174,59;08.05.2023;DKK
Havehjornet_Social_Retargeting_Alm_202307;409,11;41608;463;13;886,19;30.07.2023;EUR
Havehjornet_Social_Prospecting_Alm_202209;6523,11;55083;1917;33;17739,25;26.09.2022;DKK
Havehjornet_Social_Prospecting_Havesaeson_202306_kopi;23249,92;146052;4847;98;54122,95;12.06.2023;DKK
Havehjornet_Social_Prospecting_BlackFriday_202311;1792,80;247733;2653;66;5125,05;07.11.2023;EUR
HH_Social_Prospecting_BlackFriday_202411;18430,30;95687;5912;79;37464,36;21.11.2024;DKK
Havehjornet_Social_Prospecting_Havesaeson_202404;10406,74;123350;1347;51;35518,79;09.04.2024;DKK
HH_Social_Retargeting_Alm_202310_kopi;6173,60;83504;980;30;11499,86;24.10.2023;DKK
HAVEHJ_Social_Retargeting_Havesaeson_202304;1300,01;114840;1298;44;3026,41;05.04.2023;EUR
HAVEHJ_Social_Prospecting_Alm_202302;24605,25;183239;3998;113;64668,62;23.02.2023;DKK
HH_Social_Prospecting_Alm_202308;2408,70;188099;2433;99;8227,63;21.08.2023;EUR
Havehjornet_Social_Retargeting_Alm_202301_kopi;10658,53;55026;2623;42;25911,96;07.01.2023;DKK
hh_dk_Social_Prospecting_Havesaeson_202206;6934,72;68550;1862;36;18553,66;03.06.2022;DKK
HH_Social_Prospecting_Alm_202410;8738,67;150506;1253;38;21638,73;09.10.2024;DKK
HH_Social_Prospecting_Alm_202502;35627,23;256056;8078;168;116104,14;18.02.2025;DKK
hh_dk_Social_Retargeting_Alm_202501;3646,38;19787;1055;13;9833,79;12.01.2025;DKK
HAVEHJ_Social_Prospecting_Alm_202501;2555,05;163441;3835;79;6090,99;22.01.2025;EUR
HAVEHJ_Social_Prospecting_Havesaeson_202505;28561,45;149396;7081;124;95664,95;10.05.2025;DKK
Havehjornet_Social_Retargeting_Havesaeson_202406;10988,01;66906;1820;55;27656,68;01.06.2024;DKK
HH_Social_Retargeting_Alm_202208;6107,49;91938;2023;24;15251,42;24.08.2022;DKK
HAVEHJ_Social_Retargeting_Alm_202509;10241,51;109469;1866;48;23531,93;18.09.2025;DKK
HH_Social_Retargeting_Alm_202203;5870,87;40326;1861;24;16798,01;23.03.2022;DKK
hh_dk_Social_Prospecting_Alm_202201;1840,34;215447;2642;71;4930,49;18.01.2022;EUR
HH_Social_Prospecting_Alm_202307;27065,78;136272;5327;122;50089,75;13.07.2023;DKK
hh_dk_Social_Retargeting_Alm_202207;2706,59;16551;463;13;4611,28;30.07.2022;DKK
HAVEHJ_Social_Prospecting_Alm_202209;12919,16;90015;3191;63;57101,92;30.09.2022;DKK
HH_Social_Retargeting_BlackFriday_202211;3488,77;22835;491;13;7461,07;30.11.2022;DKK
Havehjornet_Social_Prospecting_Alm_202303;15741,09;98907;2173;83;45553,19;28.03.2023;DKK
hh_dk_Social_Prospecting_Havesaeson_202304;5448,45;59857;994;23;13528,33;11.04.2023;DKK
HH_Social_Prospecting_Alm_202509;10175,41;103428;1590;44;24767,00;15.09.2025;DKK
HH_Social_Prospecting_Alm_202510;20666,60;152537;2599;96;53752,16;26.10.2025;DKK
HAVEHJ_Social_Retargeting_Alm_202202;6089,61;57457;1483;26;24615,36;27.02.2022;DKK
Havehjornet_Social_Prospecting_Alm_202401;8980,22;92587;2833;41;32216,89;13.01.2024;DKK
hh_dk_Social_Prospecting_Alm_202201_kopi;10348,64;57699;2526;45;33974,00;08.01.2022;DKK
Havehjornet_Social_Prospecting_Alm_202403;19161,63;115973;4041;95;68271,10;09.03.2024;DKK
hh_dk_Social_Prospecting_Havesaeson_202505;40318,87;209266;5846;187;80484,89;05.05.2025;DKK
HH_Social_Retargeting_Alm_202301;9976,86;103393;1569;40;32543,30;03.01.2023;DKK
HAVEHJ_Social_Retargeting_Jul_202412;2782,18;20893;522;11;6885,04;13.12.2024;DKK
hh_dk_Social_Retargeting_Alm_202307;3723,12;49102;566;14;8537,39;23.07.2023;DKK
Havehjornet_Social_Retargeting_Alm_202410;5605,30;32555;1197;24;11621,64;29.10.2024;DKK
hh_dk_Social_Prospecting_Alm_202507;21465,23;114089;5083;106;44759,51;30.07.2025;DKK
HAVEHJ_Social_Prospecting_Alm_202207;11915,80;77494;3216;51;29329,89;10.07.2022;DKK
HAVEHJ_Social_Prospecting_Havesaeson_202405;1553,63;66371;1823;55;4674,66;12.05.2024;EUR
HAVEHJ_Social_Prospecting_Alm_202208;42066,05;503093;8349;203;116630,62;06.08.2022;DKK
HH_Social_Prospecting_Alm_202502;25723,38;221626;7065;104;81269,02;21.02.2025;DKK
HAVEHJ_Social_Retargeting_Alm_202203;5391,86;106162;855;22;13241,74;07.03.2022;DKK
hh_dk_Social_Prospecting_Havesaeson_202506;26967,74;467064;3656;133;75514,64;28.06.2025;DKK
Havehjornet_Social_Prospecting_Alm_202307;14070,50;263386;3896;63;38531,53;14.07.2023;DKK
HAVEHJ_Social_Retargeting_Havesaeson_202306;6606,35;65210;829;27;19099,52;10.06.2023;DKK
HH_Social_Retargeting_Alm_202310;22384,02;167057;5930;97;61971,89;02.10.2023;DKK
HH_Social_Retargeting_BlackFriday_202511;5305,41;66485;1708;21;12235,36;20.11.2025;DKK
HAVEHJ_Social_Prospecting_Alm_202208;30825,17;182777;4594;133;82992,89;04.08.2022;DKK
HH_Social_Retargeting_Havesaeson_202305;15646,50;81836;3235;77;28764,90;09.05.2023;DKK
Havehjornet_Social_Prospecting_Alm_202410;8379,90;50427;2524;35;25091,14;11.10.2024;DKK
HH_Social_Retargeting_Jul_202512;8694,18;52229;1903;32;18479,37;28.12.2025;DKK
Havehjornet_Social_Retargeting_Alm_202303_kopi;11896,98;133751;1691;45;35950,59;03.03.2023;DKK
hh_dk_Social_Prospecting_Alm_202510;12850,65;192827;1933;65;45022,91;09.10.2025;DKK
Havehjornet_Social_Retargeting_Havesaeson_202306;3938,46;23241;774;17;8498,74;07.06.2023;DKK
hh_dk_Social_Retargeting_Jul_202412;2565,24;15998;500;10;5706,65;06.12.2024;DKK
Havehjornet_Social_Prospecting_Alm_202309;1357,00;101965;1793;49;4531,19;20.09.2023;EUR
Havehjornet_Social_Prospecting_Alm_202508_kopi;19933,34;304194;3891;103;61639,65;03.08.2025;DKK
Havehjornet_Social_Prospecting_Alm_202510;14026,67;182212;3053;62;45211,30;31.10.2025;DKK
HAVEHJ_Social_Prospecting_Alm_202402;15284,23;147518;1995;73;42002,61;09.02.2024;DKK
Havehjornet_Social_Prospecting_Alm_202307;3863,40;283351;8825;127;14629,84;19.07.2023;EUR
Havehjornet_Social_Prospecting_Alm_202203;2148,71;144517;2468;70;6136,86;16.03.2022;EUR
Havehjornet_Social_Retargeting_Alm_202201;6582,39;60874;1157;27;14180,81;18.01.2022;DKK
HH_Social_Prospecting_BlackFriday_202211;19831,31;112187;3794;88;50208,70;14.11.2022;DKK
hh_dk_Social_Prospecting_Alm_202502_kopi;12270,47;114505;2193;54;37066,64;04.02.2025;DKK
hh_dk_Social_Prospecting_Alm_202209;9607,50;159477;2683;44;28666,65;01.09.2022;DKK
hh_dk_Social_Prospecting_Alm_202503;5951,78;827156;10222;207;14341,11;07.03.2025;EUR
HAVEHJ_Social_Prospecting_Havesaeson_202505;28051,42;150345;3718;118;77803,40;04.05.2025;DKK
Havehjornet_Social_Prospecting_Havesaeson_202405;3486,86;444822;4057;133;10821,33;22.05.2024;EUR
hh_dk_Social_Retargeting_Havesaeson_202406;1686,47;68574;1576;59;5066,01;18.06.2024;EUR
hh_dk_Social_Retargeting_Jul_202412;8065,65;45119;1546;32;18484,97;11.12.2024;DKK
Havehjornet_Social_Retargeting_Havesaeson_202306;2520,38;26991;451;10;6875,10;29.06.2023;DKK
hh_dk_Social_Prospecting_Jul_202512;30833,87;513327;9706;134;98905,65;04.12.2025;DKK
Havehjornet_Social_Prospecting_Alm_202202;41197,44;615637;5539;173;126583,60;25.02.2022;DKK
Havehjornet_Social_Retargeting_Havesaeson_202405;656,48;35507;925;20;1710,15;11.05.2024;EUR
HAVEHJ_Social_Retargeting_Havesaeson_202405_kopi;6693,72;36140;877;29;17975,59;28.05.2024;DKK
HH_Social_Retargeting_Havesaeson_202206;1716,58;99626;3808;55;4675,27;18.06.2022;EUR
hh_dk_Social_Retargeting_Alm_202410_kopi;6303,65;97763;1400;23;17297,82;02.10.2024;DKK
Havehjornet_Social_Retargeting_Alm_202501;9279,14;58708;2108;37;22256,73;02.01.2025;DKK
HH_Social_Prospecting_Alm_202308;11309,72;67596;3150;62;31549,60;16.08.2023;DKK
hh_dk_Social_Prospecting_BlackFriday_202411;19748,18;101139;4249;84;48016,21;24.11.2024;DKK
hh_dk_Social_Retargeting_Alm_202308;6065,65;108516;1689;29;18746,26;21.08.2023;DKK
Havehjornet_Social_Retargeting_Havesaeson_202404;526,92;36954;496;17;1533,19;21.04.2024;EUR
HAVEHJ_Social_Prospecting_Alm_202307;31418,60;366317;7281;139;83531,86;31.07.2023;DKK
Havehjornet_Social_Prospecting_Havesaeson_202205_kopi;51048,79;781312;8961;240;170702,19;11.05.2022;DKK
HAVEHJ_Social_Prospecting_Alm_202407;1230,28;140267;1897;51;3750,92;27.07.2024;EUR
hh_dk_Social_Retargeting_Alm_202407;1498,48;93960;1572;52;4580,06;03.07.2024;EUR
Havehjornet_Social_Prospecting_Alm_202509_kopi;17356,29;307334;3075;78;56028,42;17.09.2025;DKK
HH_Social_Prospecting_Alm_202203;32157,22;545788;5612;156;97415,49;01.03.2022;DKK
hh_dk_Social_Prospecting_Alm_202201;6529,49;110226;2009;30;21623,97;06.01.2022;DKK
hh_dk_Social_Retargeting_Alm_202510;5402,60;29655;750;21;14527,76;27.10.2025;DKK
HH_Social_Prospecting_Alm_202509;14108,24;87842;2376;77;46644,85;29.09.2025;DKK
HAVEHJ_Social_Retargeting_BlackFriday_202211;4679,59;39570;621;22;9433,44;15.11.2022;DKK
hh_dk_Social_Prospecting_Jul_202412_kopi;15066,60;77714;2062;65;47013,87;14.12.2024;DKK
HH_Social_Prospecting_BlackFriday_202511_kopi;17504,56;98908;3305;83;46704,93;12.11.2025;DKK
HAVEHJ_Social_Retargeting_Alm_202210;6683,05;82258;948;30;18639,78;01.10.2022;DKK
HH_Social_Retargeting_Havesaeson_202504;6271,81;109944;973;23;15667,34;24.04.2025;DKK
Havehjornet_Social_Retargeting_Alm_202508;22990,49;154812;6087;98;59625,69;08.08.2025;DKK
Havehjornet_Social_Retargeting_Alm_202310;12761,21;68445;3886;49;28661,71;13.10.2023;DKK
HH_Social_Prospecting_Jul_202412_kopi;32910,30;399732;6600;182;79665,00;12.12.2024;DKK
HAVEHJ_Social_Prospecting_Alm_202410;33298,91;189997;4561;138;96694,55;31.10.2024;DKK
HAVEHJ_Social_Retargeting_Havesaeson_202306;12022,65;60337;2811;45;28443,32;28.06.2023;DKK
hh_dk_Social_Prospecting_Havesaeson_202206;24206,83;135040;3256;100;71645,70;22.06.2022;DKK
HH_Social_Retargeting_Havesaeson_202205;626,10;25672;804;19;1550,44;01.05.2022;EUR
hh_dk_Social_Retargeting_Alm_202507_kopi;4538,78;44560;988;22;10761,67;12.07.2025;DKK
HH_Social_Prospecting_Havesaeson_202204;2186,32;153045;2153;74;6751,36;14.04.2022;EUR
HH_Social_Prospecting_Alm_202403;1349,39;149344;1701;50;3404,13;08.03.2024;EUR
Havehjornet_Social_Prospecting_Havesaeson_202304;13635,39;184148;1722;60;37725,82;06.04.2023;DKK
hh_dk_Social_Retargeting_Alm_202303;2692,88;38030;391;11;5103,37;26.03.2023;DKK
Havehjornet_Social_Retargeting_Alm_202301;3595,69;21868;489;16;9340,01;24.01.2023;DKK
HAVEHJ_Social_Prospecting_Havesaeson_202204;13423,96;121244;1708;69;42025,87;03.04.2022;DKK
HH_Social_Retargeting_Havesaeson_202505;2317,03;146960;4782;86;5914,74;28.05.2025;EUR
Havehjornet_Social_Retargeting_Havesaeson_202204_kopi;9843,16;52579;1454;47;27073,27;24.04.2022;DKK
HH_Social_Prospecting_Havesaeson_202505_kopi;3816,05;288260;8432;146;11922,72;03.05.2025;EUR
Havehjornet_Social_Retargeting_Havesaeson_202205;4654,54;27874;1058;19;12585,37;11.05.2022;DKK
Havehjornet_Social_Retargeting_Alm_202303;8481,08;132424;2255;34;18294,17;21.03.2023;DKK
hh_dk_Social_Retargeting_Alm_202503;7001,89;46013;1019;29;18280,49;18.03.2025;DKK
hh_dk_Social_Retargeting_Alm_202502_kopi;4904,00;45119;1530;24;9496,07;09.02.2025;DKK
hh_dk_Social_Retargeting_Alm_202503;1166,25;46971;1687;35;2218,78;30.03.2025;EUR
Havehjornet_Social_Retargeting_Havesaeson_202305;9359,10;67477;2293;43;20708,33;28.05.2023;DKK
hh_dk_Social_Prospecting_Alm_202410;1907,58;147320;3585;74;6267,08;22.10.2024;EUR
Havehjornet_Social_Prospecting_Havesaeson_202205;36817,45;474393;11377;169;72113,60;02.05.2022;DKK
hh_dk_Social_Prospecting_Alm_202407;8911,73;133951;1141;47;20833,93;13.07.2024;DKK
Havehjornet_Social_Retargeting_Jul_202512;22407,72;244510;4851;96;54116,83;20.12.2025;DKK
Havehjornet_Social_Retargeting_Alm_202508;5953,71;37229;1053;28;13879,53;31.08.2025;DKK
HH_Social_Prospecting_Alm_202501;15409,91;106034;2827;87;42260,65;16.01.2025;DKK
HAVEHJ_Social_Retargeting_Alm_202401;4678,27;49865;703;19;13726,01;10.01.2024;DKK
hh_dk_Social_Retargeting_Alm_202510;10521,32;63518;2280;42;29174,67;21.10.2025;DKK
Havehjornet_Social_Retargeting_Havesaeson_202505;1096,89;61789;1573;39;2739,28;15.05.2025;EUR
HAVEHJ_Social_Prospecting_Havesaeson_202306;5802,87;271672;8987;187;19637,83;09.06.2023;EUR
Havehjornet_Social_Prospecting_Jul_202512;983,52;47744;1831;35;2666,34;26.12.2025;EUR
HAVEHJ_Social_Prospecting_BlackFriday_202311;2186,53;270164;3645;73;6297,49;03.11.2023;EUR
HAVEHJ_Social_Prospecting_Alm_202509;9288,66;52720;2234;50;35113,65;06.09.2025;DKK
HAVEHJ_Social_Retargeting_Alm_202302;3413,02;27194;764;15;9566,75;03.02.2023;DKK
HAVEHJ_Social_Prospecting_Alm_202509;11221,75;166257;2233;46;31033,56;08.09.2025;DKK
hh_dk_Social_Retargeting_Havesaeson_202506;1490,79;9031;437;7;3067,45;09.06.2025;DKK
HAVEHJ_Social_Prospecting_BlackFriday_202411;5922,95;248220;7757;180;16966,30;07.11.2024;EUR
hh_dk_Social_Prospecting_Alm_202509;23446,78;250415;5649;129;53145,91;04.09.2025;DKK
hh_dk_Social_Retargeting_Alm_202301;10326,41;80882;1898;39;26747,85;09.01.2023;DKK
Havehjornet_Social_Prospecting_Alm_202201;8510,07;56158;1613;39;27214,37;28.01.2022;DKK
hh_dk_Social_Retargeting_Havesaeson_202305;9584,04;142647;1644;47;23009,53;07.05.2023;DKK
HAVEHJ_Social_Prospecting_Jul_202212;48065,89;277744;7332;200;147733,17;03.12.2022;DKK
HH_Social_Prospecting_Alm_202309;27926,13;140970;5108;132;78205,27;13.09.2023;DKK
HH_Social_Prospecting_BlackFriday_202211;27262,16;165075;3660;148;69523,50;25.11.2022;DKK
HAVEHJ_Social_Retargeting_Alm_202207;6701,82;35390;877;26;21865,58;14.07.2022;DKK
HAVEHJ_Social_Prospecting_Alm_202501;14642,54;86010;1917;73;39218,01;06.01.2025;DKK
HH_Social_Prospecting_Havesaeson_202406;27264,91;176164;4497;135;71705,08;11.06.2024;DKK
HAVEHJ_Social_Prospecting_Havesaeson_202205;5423,18;509937;12760;196;16914,63;28.05.2022;EUR
HAVEHJ_Social_Prospecting_Alm_202301;4508,76;22727;1138;24;12817,76;12.01.2023;DKK
hh_dk_Social_Retargeting_Alm_202308;2080,73;20140;264;9;5548,13;11.08.2023;DKK
HAVEHJ_Social_Prospecting_Alm_202303;16260,29;153335;2609;75;49333,49;13.03.2023;DKK
HH_Social_Prospecting_BlackFriday_202311_kopi;29040,75;217749;5746;129;73031,22;05.11.2023;DKK
HAVEHJ_Social_Prospecting_BlackFriday_202411;3661,58;163809;5285;111;12795,59;05.11.2024;EUR
Havehjornet_Social_Prospecting_Alm_202507;19482,56;208501;2570;91;56953,85;13.07.2025;DKK
HH_Social_Retargeting_Alm_202310_kopi;4107,19;39109;669;19;10155,30;12.10.2023;DKK
hh_dk_Social_Prospecting_Alm_202207;6413,30;47711;1120;29;16214,55;14.07.2022;DKK
HAVEHJ_Social_Retargeting_Havesaeson_202504_kopi;9425,89;55826;2850;34;32863,59;28.04.2025;DKK
hh_dk_Social_Prospecting_Havesaeson_202204;12576,54;66831;3144;69;39550,74;06.04.2022;DKK
hh_dk_Social_Prospecting_Alm_202201;3348,51;29772;457;15;10053,00;07.01.2022;DKK
hh_dk_Social_Retargeting_Havesaeson_202506_kopi;18756,12;336288;4309;82;65494,39;29.06.2025;DKK
HH_Social_Prospecting_BlackFriday_202311;30261,73;545703;8931;171;76317,81;25.11.2023;DKK
hh_dk_Social_Prospecting_Alm_202202_kopi;5922,79;50914;1254;25;17864,94;26.02.2022;DKK
hh_dk_Social_Prospecting_Alm_202310;6184,56;41647;1170;28;11883,46;03.10.2023;DKK
hh_dk_Social_Retargeting_BlackFriday_202511;7176,14;52067;933;27;15854,73;22.11.2025;DKK
HH_Social_Prospecting_Alm_202301;2783,93;123532;2727;105;12138,10;30.01.2023;EUR
HAVEHJ_Social_Retargeting_Alm_202409;4511,05;43284;1371;17;9660,04;17.09.2024;DKK
HAVEHJ_Social_Retargeting_Alm_202601;829,74;39446;1063;25;1994,99;04.01.2026;EUR
HAVEHJ_Social_Retargeting_Alm_202501_kopi;2731,89;38386;636;13;6164,94;18.01.2025;DKK
hh_dk_Social_Prospecting_Havesaeson_202205;33064,40;236249;4663;158;73004,57;27.05.2022;DKK
HH_Social_Retargeting_Alm_202210_kopi;10103,53;178568;1404;51;22669,46;08.10.2022;DKK
hh_dk_Social_Retargeting_Havesaeson_202205;13225,15;80266;1706;49;33459,73;05.05.2022;DKK
HAVEHJ_Social_Retargeting_Alm_202507;6740,13;87626;1622;31;14954,02;20.07.2025;DKK
hh_dk_Social_Retargeting_Alm_202201;4733,88;50368;723;20;10696,57;20.01.2022;DKK
HH_Social_Retargeting_Alm_202407;7264,79;78889;2086;32;14997,17;23.07.2024;DKK
Havehjornet_Social_Retargeting_Alm_202407_kopi;3174,94;36106;533;12;5603,73;22.07.2024;DKK
HH_Social_Prospecting_Alm_202201;2899,23;220996;4901;94;9085,12;10.01.2022;EUR
Havehjornet_Social_Retargeting_Alm_202310;5439,78;74683;1147;25;11642,68;20.10.2023;DKK
Havehjornet_Social_Retargeting_Havesaeson_202304;1141,55;49107;1836;37;3925,49;24.04.2023;EUR
Havehjornet_Social_Prospecting_Alm_202507;11851,27;69089;1695;53;22856,21;26.07.2025;DKK
HAVEHJ_Social_Retargeting_Havesaeson_202206;5341,92;62939;930;21;13375,31;12.06.2022;DKK
HAVEHJ_Social_Prospecting_Jul_202512;8356,01;71290;1635;37;23120,28;20.12.2025;DKK
HH_Social_Retargeting_Jul_202312;12553,09;193269;1660;49;33111,93;24.12.2023;DKK
hh_dk_Social_Retargeting_BlackFriday_202511;12620,76;88799;1739;61;32596,40;10.11.2025;DKK
hh_dk_Social_Retargeting_Alm_202507;10934,05;80170;1930;45;25978,84;27.07.2025;DKK
HH_Social_Retargeting_Alm_202501;16077,08;160751;4591;70;33052,67;21.01.2025;DKK
HH_Social_Prospecting_Alm_202409;29024,37;518361;4265;156;92934,10;09.09.2024;DKK
HH_Social_Prospecting_Havesaeson_202405;29379,91;215343;8999;122;67545,52;02.05.2024;DKK
hh_dk_Social_Retargeting_Alm_202308;10645,12;53851;1383;39;25781,17;18.08.2023;DKK
Havehjornet_Social_Prospecting_Alm_202310;10764,37;117046;1514;46;40516,74;20.10.2023;DKK
HAVEHJ_Social_Retargeting_Alm_202303;7062,68;119619;2113;35;18242,85;07.03.2023;DKK
HH_Social_Retargeting_Alm_202403;10300,96;75992;1360;39;21376,37;23.03.2024;DKK
Havehjornet_Social_Retargeting_Havesaeson_202505;3494,34;23178;561;17;8847,05;23.05.2025;DKK
Havehjornet_Social_Retargeting_Havesaeson_202205;9464,53;56285;1307;37;30192,95;07.05.2022;DKK
HH_Social_Prospecting_Alm_202201;23970,63;229098;3446;103;56540,66;09.01.2022;DKK
Havehjornet_Social_Prospecting_Jul_202212;4501,42;33041;1166;25;14568,54;13.12.2022;DKK
hh_dk_Social_Retargeting_Havesaeson_202205;7423,10;70545;1374;33;26698,95;25.05.2022;DKK
HH_Social_Retargeting_Alm_202302;9465,12;112426;1452;46;16238,17;19.02.2023;DKK
HAVEHJ_Social_Prospecting_Alm_202202;2199,29;98831;5120;82;5572,16;04.02.2022;EUR
HH_Social_Prospecting_Jul_202412;12634,76;77922;2591;67;37358,48;27.12.2024;DKK
Havehjornet_Social_Retargeting_Alm_202309;12586,65;92608;3372;55;33785,88;03.09.2023;DKK
HAVEHJ_Social_Prospecting_Alm_202508;17786,61;299846;2640;100;39209,62;11.08.2025;DKK
hh_dk_Social_Prospecting_Havesaeson_202206;10886,68;171113;2418;49;40045,65;18.06.2022;DKK
HH_Social_Prospecting_Alm_202408;52282,95;298129;16434;235;112013,65;06.08.2024;DKK
HH_Social_Retargeting_Havesaeson_202204;10174,70;61047;2044;45;22149,53;15.04.2022;DKK
Havehjornet_Social_Prospecting_Havesaeson_202205;57346,31;341747;18702;240;152817,49;25.05.2022;DKK
HH_Social_Retargeting_Alm_202408;1711,86;8655;225;8;3680,84;15.08.2024;DKK
HAVEHJ_Social_Retargeting_Alm_202309;174,48;9489;265;5;418,44;08.09.2023;EUR
Havehjornet_Social_Prospecting_Alm_202601;14968,90;142402;2018;63;38341,30;01.01.2026;DKK
HAVEHJ_Social_Retargeting_Alm_202408;3743,09;41252;681;18;10043,11;02.08.2024;DKK
Havehjornet_Social_Retargeting_Havesaeson_202204;7051,64;95355;1532;27;20043,96;11.04.2022;DKK
hh_dk_Social_Retargeting_BlackFriday_202511;2105,05;95711;3852;68;9173,27;18.11.2025;EUR
HH_Social_Retargeting_Alm_202401;464,34;60559;655;14;1022,46;13.01.2024;EUR
hh_dk_Social_Prospecting_BlackFriday_202211;4532,24;226289;4724;160;9865,79;13.11.2022;EUR
HH_Social_Prospecting_Alm_202208;25037,36;136830;3434;124;57319,11;26.08.2022;DKK
Havehjornet_Social_Prospecting_Alm_202401;12050,33;113857;1976;53;34892,37;25.01.2024;DKK
Havehjornet_Social_Prospecting_Alm_202310;25532,32;343279;4221;121;72311,49;02.10.2023;DKK
HAVEHJ_Social_Prospecting_Alm_202503_kopi;12539,25;117682;4176;56;41309,21;24.03.2025;DKK
HH_Social_Prospecting_Alm_202307;25133,88;127039;3455;110;81719,50;18.07.2023;DKK
Havehjornet_Social_Retargeting_Alm_202202;10832,02;55794;2136;54;31459,16;10.02.2022;DKK
Havehjornet_Social_Prospecting_Alm_202507;1290,95;48661;1837;49;3964,23;20.07.2025;EUR
HH_Social_Prospecting_Alm_202210;28325,52;212939;7546;154;67453,78;24.10.2022;DKK
HH_Social_Prospecting_Alm_202508;2158,36;106036;2424;84;7148,52;30.08.2025;EUR
HH_Social_Retargeting_Havesaeson_202405;16976,52;216347;3134;69;61294,49;10.05.2024;DKK
HH_Social_Retargeting_Havesaeson_202506;627,03;77292;1416;22;1855,97;01.06.2025;EUR
HH_Social_Retargeting_Havesaeson_202206;10174,58;56266;2931;46;17828,02;21.06.2022;DKK
hh_dk_Social_Retargeting_Havesaeson_202306;6728,14;73682;1058;25;18494,51;12.06.2023;DKK
HH_Social_Retargeting_Alm_202207;5684,59;67015;1285;25;13125,93;07.07.2022;DKK
HH_Social_Retargeting_Alm_202502;5511,96;30453;1268;25;12909,79;07.02.2025;DKK
HH_Social_Retargeting_Jul_202212;6957,43;42483;944;28;14396,92;04.12.2022;DKK
hh_dk_Social_Prospecting_Havesaeson_202306;1347,49;174993;2526;44;3148,52;30.06.2023;EUR
HAVEHJ_Social_Prospecting_BlackFriday_202511;21446,29;177353;5224;104;54021,38;01.11.2025;DKK
HAVEHJ_Social_Prospecting_Alm_202208;4929,27;471802;9266;201;15122,36;11.08.2022;EUR
HH_Social_Prospecting_BlackFriday_202311;13879,31;88455;2297;59;41013,14;23.11.2023;DKK
Havehjornet_Social_Prospecting_Alm_202501;26570,55;479109;3449;138;63667,67;31.01.2025;DKK
HAVEHJ_Social_Prospecting_Alm_202407;4338,73;272002;6800;172;12975,76;16.07.2024;EUR
HH_Social_Retargeting_Alm_202310;3418,97;60350;911;16;7415,33;21.10.2023;DKK
HH_Social_Prospecting_Alm_202203;25220,59;203299;4564;103;89511,17;08.03.2022;DKK
hh_dk_Social_Prospecting_Alm_202302;2116,26;127566;2381;89;5967,77;06.02.2023;EUR
hh_dk_Social_Prospecting_Havesaeson_202206;7334,55;39315;1142;38;26801,04;27.06.2022;DKK
Havehjornet_Social_Retargeting_BlackFriday_202211;3758,82;69211;527;18;9340,00;04.11.2022;DKK
Havehjornet_Social_Retargeting_BlackFriday_202411;5142,09;39583;728;23;20002,71;07.11.2024;DKK
HAVEHJ_Social_Retargeting_Havesaeson_202405;14502,99;136774;2537;52;54788,64;25.05.2024;DKK
HAVEHJ_Social_Retargeting_Alm_202510;11320,08;66580;2056;50;27719,65;05.10.2025;DKK
