kampagne;omkostning;klik;visninger;konverteringer;konv_vaerdi;dato;currency
Havehjornet_Search_NonBrand_BlackFriday_202311;21055.21;2549;120428;69;49801.33;24-11-2023;DKK
hh_dk_Search_NonBrand_Alm_202507;4915.71;681;32415;14;9685.90;12-07-2025;DKK
HH_Search_Brand_Havesaeson_202306;13305.60;1534;34942;65;42668.64;19-06-2023;DKK
Havehjornet_Search_Brand_Alm_202403;1638.95;305;6247;7;4449.45;06-03-2024;DKK
hh_dk_Search_Brand_Jul_202412;3460.40;390;11935;14;12001.24;10-12-2024;DKK
HAVEHJ_Search_Brand_Havesaeson_202306;2854.77;369;17498;12;9556.08;23-06-2023;DKK
HAVEHJ_Search_NonBrand_Alm_202508;28268.71;5649;131419;104;78831.08;08-08-2025;DKK
HAVEHJ_Search_NonBrand_Alm_202503;24112.17;5060;98029;82;53989.78;27-03-2025;DKK
Havehjornet_Search_Brand_Alm_202309;1944.03;1857;49635;60;6583.54;30-09-2023;EUR
HH_Search_NonBrand_Havesaeson_202506;22194.97;3472;127512;72;53796.82;29-06-2025;DKK
HH_Search_NonBrand_Alm_202401;14213.39;3406;40083;54;29901.57;01-01-2024;DKK
hh_dk_Search_NonBrand_Alm_202307;6622.89;798;17658;22;14175.49;06-07-2023;DKK
hh_dk_Search_NonBrand_BlackFriday_202411;18988.89;2281;101964;61;32514.94;20-11-2024;DKK
HH_Search_Brand_BlackFriday_202211;18802.41;4298;94924;84;63516.94;29-11-2022;DKK
Havehjornet_Search_NonBrand_Alm_202308_kopi;13492.76;3169;35267;43;32038.24;12-08-2023;DKK
Havehjornet_Search_Brand_Havesaeson_202504;677.52;881;18876;26;1686.31;04-04-2025;EUR
HH_Search_Brand_Havesaeson_202406;3399.80;827;9333;18;8522.70;02-06-2024;DKK
HH_Search_NonBrand_Alm_202502;3807.27;432;18638;13;8076.92;03-02-2025;DKK
HH_Search_Brand_Havesaeson_202404;6819.47;777;31196;31;22072.03;04-04-2024;DKK
HH_Search_Brand_Havesaeson_202305;9452.72;1859;24524;42;33865.13;14-05-2023;DKK
hh_dk_Search_Brand_Havesaeson_202505;5636.63;679;28388;27;16922.81;12-05-2025;DKK
hh_dk_Search_Brand_Alm_202203;9277.93;1115;25841;42;33368.86;30-03-2022;DKK
HAVEHJ_Search_NonBrand_Havesaeson_202205;41598.04;5335;243721;142;76782.42;06-05-2022;DKK
hh_dk_Search_Brand_Havesaeson_202406;5793.35;712;15596;27;18647.50;30-06-2024;DKK
hh_dk_Search_NonBrand_Alm_202402;383.41;660;9139;8;791.19;24-02-2024;EUR
Havehjornet_Search_NonBrand_Alm_202501;8946.51;1721;46727;34;17092.49;21-01-2025;DKK
Havehjornet_Search_NonBrand_Alm_202203;17006.46;2558;89728;60;37696.87;22-03-2022;DKK
HAVEHJ_Search_NonBrand_Havesaeson_202504;78982.37;9562;436599;300;162142.14;23-04-2025;DKK
hh_dk_Search_NonBrand_Alm_202307;23213.15;2783;66470;79;53494.25;22-07-2023;DKK
HH_Search_NonBrand_Jul_202212;4140.44;721;23666;13;7625.97;26-12-2022;DKK
Havehjornet_Search_NonBrand_Alm_202207;7184.59;871;22261;21;13714.18;14-07-2022;DKK
hh_dk_Search_NonBrand_Alm_202509;9205.17;1399;29298;28;16571.32;17-09-2025;DKK
HAVEHJ_Search_Brand_Alm_202201;9988.35;1673;26175;47;31200.23;08-01-2022;DKK
Havehjornet_Search_Brand_Alm_202310_kopi;5013.82;564;22942;24;13791.73;13-10-2023;DKK
HAVEHJ_Search_Brand_Jul_202212;13505.61;2001;72117;58;37533.82;20-12-2022;DKK
HAVEHJ_Search_NonBrand_Havesaeson_202506;48708.52;8704;176187;169;100366.79;11-06-2025;DKK
Havehjornet_Search_NonBrand_Havesaeson_202206;13942.03;2801;42226;43;37612.56;10-06-2022;DKK
HAVEHJ_Search_NonBrand_Havesaeson_202506_kopi;33038.20;7199;146536;96;65138.78;05-06-2025;DKK
HH_Search_Brand_Havesaeson_202205;6475.85;783;31630;28;21688.12;01-05-2022;DKK
Havehjornet_Search_NonBrand_Havesaeson_202506;33826.53;6177;193722;101;77150.20;19-06-2025;DKK
Havehjornet_Search_Brand_BlackFriday_202411_kopi;3527.78;556;13670;17;8676.15;04-11-2024;DKK
HH_Search_NonBrand_Alm_202310;13515.60;1778;71201;47;27583.47;26-10-2023;DKK
hh_dk_Search_Brand_Havesaeson_202305;11410.72;1313;52498;53;35826.63;13-05-2023;DKK
HH_Search_Brand_BlackFriday_202411;5979.70;1361;37510;30;20912.16;18-11-2024;DKK
HAVEHJ_Search_Brand_Alm_202507;3807.53;457;11515;16;10465.53;07-07-2025;DKK
HAVEHJ_Search_Brand_Jul_202412;7238.83;1046;29192;32;18422.75;20-12-2024;DKK
HH_Search_Brand_Alm_202303;6873.97;824;35434;36;25099.44;12-03-2023;DKK
HAVEHJ_Search_Brand_Alm_202410;3077.76;416;11919;16;7036.22;28-10-2024;DKK
HAVEHJ_Search_NonBrand_Alm_202401;28196.97;3531;112396;87;61966.11;05-01-2024;DKK
HAVEHJ_Search_Brand_Alm_202310;9266.75;1039;37217;39;30479.08;02-10-2023;DKK
HH_Search_NonBrand_Alm_202507;9442.89;1052;41194;32;16093.33;13-07-2025;DKK
Havehjornet_Search_NonBrand_Jul_202312;1400.19;1306;39934;34;2608.48;31-12-2023;EUR
Havehjornet_Search_Brand_Jul_202312;2582.96;3279;100935;102;9821.76;09-12-2023;EUR
hh_dk_Search_NonBrand_Jul_202412;17505.67;3661;83993;64;38933.26;26-12-2024;DKK
Havehjornet_Search_NonBrand_Havesaeson_202404;43264.50;5896;132534;127;84179.37;06-04-2024;DKK
HAVEHJ_Search_Brand_Havesaeson_202205;8248.81;1701;21053;35;22008.76;13-05-2022;DKK
HAVEHJ_Search_Brand_Havesaeson_202304_kopi;7560.12;1712;36461;41;24213.00;10-04-2023;DKK
HAVEHJ_Search_Brand_Alm_202209;7974.10;1831;30270;35;24277.40;24-09-2022;DKK
Havehjornet_Search_NonBrand_Alm_202301;7332.34;822;25939;22;14480.40;06-01-2023;DKK
Havehjornet_Search_Brand_Alm_202202;3067.12;736;16836;14;8383.74;13-02-2022;DKK
hh_dk_Search_NonBrand_Havesaeson_202506;22809.75;4590;110034;89;59442.64;27-06-2025;DKK
HAVEHJ_Search_NonBrand_Havesaeson_202305;16082.52;16410;510149;386;40139.85;31-05-2023;EUR
hh_dk_Search_NonBrand_Alm_202303;9959.44;2098;36874;37;23834.20;12-03-2023;DKK
hh_dk_Search_Brand_Alm_202407;5006.25;999;19804;24;11712.43;09-07-2024;DKK
HAVEHJ_Search_NonBrand_Alm_202208;12969.90;1829;50451;47;24658.01;14-08-2022;DKK
hh_dk_Search_Brand_Havesaeson_202405;2189.65;3567;75709;75;6125.77;21-05-2024;EUR
HAVEHJ_Search_NonBrand_Alm_202202;8789.22;1191;29867;28;19042.23;22-02-2022;DKK
HAVEHJ_Search_NonBrand_Havesaeson_202506;22530.24;2755;100283;85;41297.14;15-06-2025;DKK
HH_Search_NonBrand_Alm_202201;12970.85;3161;63275;39;26409.42;30-01-2022;DKK
Havehjornet_Search_Brand_Alm_202202;5425.49;968;24332;29;11527.41;05-02-2022;DKK
HH_Search_NonBrand_Alm_202308;5825.54;859;18683;23;12205.71;20-08-2023;DKK
HH_Search_Brand_Alm_202507;9575.40;1248;47410;39;36917.08;01-07-2025;DKK
Havehjornet_Search_Brand_Alm_202510;2723.86;322;10078;12;8179.26;11-10-2025;DKK
HAVEHJ_Search_Brand_Jul_202412;5877.32;896;17222;26;15787.80;26-12-2024;DKK
HAVEHJ_Search_Brand_BlackFriday_202511;10455.58;1311;28809;50;29618.88;16-11-2025;DKK
HAVEHJ_Search_Brand_Havesaeson_202306;11271.60;1542;38877;57;38836.83;29-06-2023;DKK
Havehjornet_Search_NonBrand_Alm_202410;2745.93;349;7395;11;6183.12;16-10-2024;DKK
Havehjornet_Search_NonBrand_Havesaeson_202404_kopi;38349.88;5325;120163;131;85812.20;13-04-2024;DKK
hh_dk_Search_Brand_Jul_202212;15736.68;3164;44712;73;44501.27;17-12-2022;DKK
hh_dk_Search_NonBrand_Jul_202412;61657.21;8289;175555;232;151536.65;10-12-2024;DKK
hh_dk_Search_Brand_Jul_202512;8954.66;1107;35701;40;31273.44;14-12-2025;DKK
HAVEHJ_Search_Brand_Alm_202510;7420.49;912;21530;33;21968.07;14-10-2025;DKK
Havehjornet_Search_Brand_Havesaeson_202304;5333.49;747;25645;25;19611.00;11-04-2023;DKK
HAVEHJ_Search_NonBrand_Alm_202501;15900.40;3463;46647;48;28637.96;04-01-2025;DKK
hh_dk_Search_Brand_Havesaeson_202506;15670.32;2138;64298;65;48938.61;13-06-2025;DKK
HH_Search_NonBrand_Alm_202303;10676.87;1350;46098;41;26443.34;27-03-2023;DKK
HAVEHJ_Search_Brand_Havesaeson_202206;9252.63;1175;46782;39;26684.69;23-06-2022;DKK
HH_Search_NonBrand_Alm_202207;1250.92;1284;44269;34;2396.08;29-07-2022;EUR
hh_dk_Search_Brand_Havesaeson_202506;4269.69;630;17383;19;14853.75;08-06-2025;DKK
Havehjornet_Search_Brand_Alm_202403;6416.47;1231;24069;28;21455.42;08-03-2024;DKK
Havehjornet_Search_Brand_Alm_202202_kopi;3311.82;627;20037;18;7221.98;02-02-2022;DKK
Havehjornet_Search_NonBrand_BlackFriday_202211_kopi;21079.31;4170;117386;75;41830.85;04-11-2022;DKK
HH_Search_NonBrand_Alm_202309;12517.17;3041;69272;37;31535.83;11-09-2023;DKK
Havehjornet_Search_Brand_Alm_202510;6256.22;962;18358;32;15304.16;30-10-2025;DKK
hh_dk_Search_NonBrand_Havesaeson_202406;3301.79;3239;154558;86;8610.04;21-06-2024;EUR
HH_Search_NonBrand_Alm_202503;13619.44;1700;41832;43;29758.13;01-03-2025;DKK
hh_dk_Search_Brand_Alm_202303;2297.98;287;6093;11;8193.77;16-03-2023;DKK
hh_dk_Search_Brand_Alm_202401;3331.27;391;11142;16;11281.73;15-01-2024;DKK
Havehjornet_Search_Brand_Alm_202210_kopi;2659.20;600;7472;14;9361.11;15-10-2022;DKK
Havehjornet_Search_Brand_BlackFriday_202211;6320.04;772;19497;26;26027.14;18-11-2022;DKK
hh_dk_Search_Brand_Alm_202203;2867.79;348;8853;14;7664.26;27-03-2022;DKK
hh_dk_Search_NonBrand_Alm_202309;22839.29;3608;57579;86;45551.84;29-09-2023;DKK
HAVEHJ_Search_Brand_Alm_202407;5568.65;1244;27612;24;13783.03;23-07-2024;DKK
hh_dk_Search_Brand_Alm_202501;2648.94;318;7983;12;6953.99;07-01-2025;DKK
HH_Search_Brand_Havesaeson_202505;9638.73;1949;40182;40;32115.35;04-05-2025;DKK
HAVEHJ_Search_NonBrand_Alm_202301;10315.93;1596;26939;32;26107.89;02-01-2023;DKK
Havehjornet_Search_NonBrand_Havesaeson_202504;20513.14;2855;86313;62;39411.22;16-04-2025;DKK
Havehjornet_Search_NonBrand_Havesaeson_202204;38800.57;4799;162739;119;93716.51;17-04-2022;DKK
hh_dk_Search_Brand_Alm_202501;3771.92;751;12415;17;16433.12;09-01-2025;DKK
HAVEHJ_Search_Brand_Alm_202408;4357.66;573;28522;23;11750.61;15-08-2024;DKK
hh_dk_Search_NonBrand_BlackFriday_202311_kopi;10513.81;1960;45412;39;25633.23;20-11-2023;DKK
hh_dk_Search_NonBrand_Alm_202202;15141.23;2026;90533;49;35548.79;12-02-2022;DKK
hh_dk_Search_NonBrand_BlackFriday_202211;11076.47;2102;49996;33;17589.58;20-11-2022;DKK
HH_Search_NonBrand_Jul_202312;59344.56;8476;301626;212;162859.99;02-12-2023;DKK
HH_Search_NonBrand_Alm_202401;20246.78;3190;56370;79;51243.92;30-01-2024;DKK
hh_dk_Search_Brand_Alm_202207;1541.22;281;6067;8;5150.38;31-07-2022;DKK
HAVEHJ_Search_NonBrand_Alm_202401;10204.42;1611;37618;33;19653.45;04-01-2024;DKK
HAVEHJ_Search_Brand_Alm_202509;4337.64;656;11883;19;13276.91;20-09-2025;DKK
Havehjornet_Search_NonBrand_Alm_202301;12608.81;2465;80875;40;31566.34;24-01-2023;DKK
HAVEHJ_Search_NonBrand_Havesaeson_202205;6221.23;6418;136604;153;15242.49;18-05-2022;EUR
hh_dk_Search_NonBrand_Alm_202208_kopi;710.55;746;20530;17;1645.58;16-08-2022;EUR
Havehjornet_Search_NonBrand_Alm_202403;7620.84;914;39038;26;15624.69;28-03-2024;DKK
HH_Search_Brand_Alm_202307;887.04;103;3921;4;2594.39;31-07-2023;DKK
HH_Search_Brand_Alm_202309;8487.87;1503;22055;34;23770.87;07-09-2023;DKK
HAVEHJ_Search_Brand_Havesaeson_202306;15042.08;2694;57778;60;72881.38;08-06-2023;DKK
Havehjornet_Search_Brand_Alm_202210;6551.89;1040;30101;30;25315.45;14-10-2022;DKK
hh_dk_Search_NonBrand_Havesaeson_202505;21975.78;2815;94143;64;37850.17;11-05-2025;DKK
hh_dk_Search_NonBrand_Alm_202507_kopi;33823.37;7511;86925;102;69554.45;02-07-2025;DKK
HH_Search_NonBrand_BlackFriday_202211;15888.68;3103;72510;50;40771.33;22-11-2022;DKK
HH_Search_Brand_Alm_202403;5731.01;1102;31055;29;15671.17;14-03-2024;DKK
Havehjornet_Search_NonBrand_Alm_202507;3052.22;2774;72398;87;6825.41;29-07-2025;EUR
HAVEHJ_Search_NonBrand_Alm_202302;21463.59;2644;56653;62;57895.03;26-02-2023;DKK
HAVEHJ_Search_NonBrand_Alm_202510_kopi;7737.60;1068;32943;29;15866.02;16-10-2025;DKK
hh_dk_Search_NonBrand_Jul_202312;422.69;363;16550;11;901.10;05-12-2023;EUR
HAVEHJ_Search_NonBrand_Havesaeson_202505;35955.05;5938;101914;105;73533.92;28-05-2025;DKK
hh_dk_Search_Brand_BlackFriday_202311;5830.34;923;25804;31;18488.67;21-11-2023;DKK
HH_Search_NonBrand_Jul_202312;17227.34;3944;54717;56;41088.01;03-12-2023;DKK
hh_dk_Search_Brand_Jul_202512;6463.54;1563;40371;30;18432.99;23-12-2025;DKK
hh_dk_Search_Brand_Alm_202307;1976.65;252;9129;8;5635.28;13-07-2023;DKK
hh_dk_Search_NonBrand_Havesaeson_202304;23204.78;4072;61979;77;46168.49;16-04-2023;DKK
HAVEHJ_Search_NonBrand_Alm_202407;1671.10;302;10006;6;3295.14;04-07-2024;DKK
HAVEHJ_Search_NonBrand_BlackFriday_202411;33470.69;7584;101632;105;70031.06;29-11-2024;DKK
Havehjornet_Search_Brand_Havesaeson_202304;9405.61;2094;28561;46;30848.02;17-04-2023;DKK
HH_Search_Brand_Alm_202507;1935.59;403;5346;8;5301.51;11-07-2025;DKK
hh_dk_Search_Brand_Alm_202308_kopi;656.39;1029;23537;26;1544.37;24-08-2023;EUR
hh_dk_Search_Brand_Jul_202512_kopi;5785.27;1425;33076;26;20258.03;29-12-2025;DKK
hh_dk_Search_Brand_Alm_202510;9495.07;1840;49708;42;30910.01;01-10-2025;DKK
hh_dk_Search_Brand_Alm_202307;5590.85;939;28780;28;18125.46;01-07-2023;DKK
HAVEHJ_Search_Brand_Alm_202509_kopi;7893.29;1011;45478;37;24241.26;01-09-2025;DKK
HH_Search_Brand_Alm_202401;4960.91;613;28351;26;14461.93;21-01-2024;DKK
Havehjornet_Search_Brand_Alm_202310;2589.92;571;9538;11;6778.20;01-10-2023;DKK
hh_dk_Search_Brand_Alm_202302;4131.51;784;12282;18;14282.68;06-02-2023;DKK
hh_dk_Search_NonBrand_Havesaeson_202206;26502.67;3480;97173;98;68364.61;28-06-2022;DKK
HAVEHJ_Search_NonBrand_Havesaeson_202205;62279.53;8768;216998;233;131735.43;03-05-2022;DKK
HAVEHJ_Search_Brand_Havesaeson_202206;7052.36;1028;45743;38;15555.81;14-06-2022;DKK
HAVEHJ_Search_Brand_Havesaeson_202504_kopi;1073.68;1932;37212;41;2820.86;27-04-2025;EUR
HH_Search_NonBrand_Alm_202308;5954.69;709;20037;22;10578.83;24-08-2023;DKK
HH_Search_NonBrand_Alm_202410;13474.67;2082;40363;45;35497.65;13-10-2024;DKK
Havehjornet_Search_Brand_Jul_202312;5457.88;1143;19963;24;16062.67;20-12-2023;DKK
hh_dk_Search_Brand_Havesaeson_202205;9634.33;1945;57969;52;34650.58;10-05-2022;DKK
HH_Search_Brand_Alm_202508;6699.25;1036;20972;33;25704.81;28-08-2025;DKK
HAVEHJ_Search_Brand_Alm_202408;4860.42;653;13242;25;15490.00;10-08-2024;DKK
Havehjornet_Search_NonBrand_Havesaeson_202405;31477.13;3886;157453;114;55666.23;18-05-2024;DKK
hh_dk_Search_NonBrand_Alm_202210;14015.52;1737;61001;41;28259.79;27-10-2022;DKK
HAVEHJ_Search_Brand_Alm_202308_kopi;4749.02;693;20626;21;15126.64;18-08-2023;DKK
hh_dk_Search_NonBrand_Alm_202502;2050.68;3174;38496;44;3848.24;14-02-2025;EUR
HAVEHJ_Search_NonBrand_Alm_202209;29509.36;5537;74150;90;72761.08;04-09-2022;DKK
hh_dk_Search_Brand_Alm_202510;2603.97;392;8026;11;7165.53;02-10-2025;DKK
hh_dk_Search_Brand_Alm_202309;2511.44;355;7010;11;8953.35;22-09-2023;DKK
HAVEHJ_Search_NonBrand_Alm_202502;13903.74;3037;36084;43;34748.94;15-02-2025;DKK
HH_Search_Brand_Alm_202501;3466.68;715;13156;14;13155.21;26-01-2025;DKK
hh_dk_Search_Brand_Jul_202312;10111.33;1598;35478;51;23955.40;22-12-2023;DKK
hh_dk_Search_NonBrand_Alm_202503_kopi;3679.91;839;17168;12;8589.71;05-03-2025;DKK
HH_Search_Brand_Alm_202208;3296.72;388;19211;16;10370.98;28-08-2022;DKK
HH_Search_Brand_Alm_202201;2212.70;258;7534;10;6695.91;27-01-2022;DKK
Havehjornet_Search_NonBrand_Jul_202412;10543.51;1841;39903;31;28175.45;29-12-2024;DKK
HH_Search_NonBrand_Alm_202207;8180.41;1097;32456;28;15717.75;26-07-2022;DKK
HAVEHJ_Search_Brand_Havesaeson_202405;9248.65;1055;24236;44;31081.86;15-05-2024;DKK
HH_Search_Brand_Alm_202402;11161.35;1551;62885;46;29820.25;17-02-2024;DKK
Havehjornet_Search_NonBrand_Alm_202308;10269.98;1742;57276;31;22346.99;03-08-2023;DKK
hh_dk_Search_Brand_Havesaeson_202205;14493.15;2206;61471;73;42191.27;22-05-2022;DKK
HAVEHJ_Search_Brand_Jul_202512;31461.12;3523;88589;142;112398.18;02-12-2025;DKK
HAVEHJ_Search_NonBrand_Alm_202202;10872.97;1377;32991;38;23484.36;03-02-2022;DKK
hh_dk_Search_NonBrand_Alm_202307;14923.64;2717;41711;55;24049.56;09-07-2023;DKK
hh_dk_Search_Brand_Alm_202408_kopi;10828.19;2461;42066;48;29868.39;24-08-2024;DKK
Havehjornet_Search_Brand_Havesaeson_202505;1363.69;1424;35030;50;3594.10;08-05-2025;EUR
Havehjornet_Search_NonBrand_BlackFriday_202511;1652.29;1839;33802;44;3312.55;11-11-2025;EUR
HAVEHJ_Search_NonBrand_Alm_202409;6587.55;1153;43203;24;11932.35;02-09-2024;DKK
HH_Search_Brand_BlackFriday_202411;3008.53;444;8341;13;10903.64;27-11-2024;DKK
HAVEHJ_Search_Brand_Alm_202308;4605.25;741;22843;24;12574.80;11-08-2023;DKK
hh_dk_Search_NonBrand_Jul_202412;50422.20;11211;167460;161;114307.19;09-12-2024;DKK
HH_Search_Brand_Alm_202201;1577.46;229;4360;7;4638.37;18-01-2022;DKK
HH_Search_Brand_Alm_202509;11904.61;1748;33730;50;35158.75;26-09-2025;DKK
HAVEHJ_Search_NonBrand_Havesaeson_202306;38404.52;6819;100385;127;96454.98;10-06-2023;DKK
HH_Search_Brand_Alm_202502;10230.25;2283;27356;51;27426.33;24-02-2025;DKK
Havehjornet_Search_Brand_Alm_202508_kopi;1858.17;434;7273;10;6006.50;05-08-2025;DKK
HH_Search_NonBrand_Alm_202202;10773.40;1671;39221;35;19836.27;20-02-2022;DKK
HAVEHJ_Search_Brand_Alm_202508;1324.58;317;3676;6;4019.29;16-08-2025;DKK
Havehjornet_Search_Brand_Havesaeson_202205;6929.06;1234;35464;37;23904.77;27-05-2022;DKK
HAVEHJ_Search_NonBrand_Havesaeson_202405;3685.67;4093;155243;84;7475.64;23-05-2024;EUR
Havehjornet_Search_NonBrand_Alm_202310;4329.17;1037;13143;14;9399.75;27-10-2023;DKK
Havehjornet_Search_Brand_Alm_202407;7658.55;1209;21897;38;28169.31;14-07-2024;DKK
Havehjornet_Search_NonBrand_Havesaeson_202304;20638.87;2932;58978;65;51370.86;13-04-2023;DKK
hh_dk_Search_Brand_Alm_202302;2905.52;335;7597;12;8157.53;02-02-2023;DKK
HAVEHJ_Search_Brand_Alm_202201;3508.48;541;12975;17;10025.23;15-01-2022;DKK
HH_Search_Brand_BlackFriday_202411;26299.64;3502;169152;115;85180.34;16-11-2024;DKK
HAVEHJ_Search_Brand_Alm_202501;6087.76;803;23321;31;21896.07;08-01-2025;DKK
Havehjornet_Search_NonBrand_Alm_202510;10795.14;1617;55447;40;20162.18;23-10-2025;DKK
HH_Search_Brand_Jul_202412_kopi;5708.26;752;19874;24;18237.38;13-12-2024;DKK
Havehjornet_Search_Brand_Havesaeson_202304;5674.29;846;27599;30;13509.20;07-04-2023;DKK
hh_dk_Search_Brand_Alm_202510_kopi;1977.11;439;5895;8;6018.81;17-10-2025;DKK
Havehjornet_Search_NonBrand_Alm_202303;15971.23;2157;41937;47;36507.31;07-03-2023;DKK
HH_Search_Brand_BlackFriday_202511;9173.56;1375;41533;41;29753.32;14-11-2025;DKK
HAVEHJ_Search_NonBrand_Alm_202410;5141.49;718;22200;19;10183.67;06-10-2024;DKK
hh_dk_Search_NonBrand_Havesaeson_202304;7704.20;1271;22049;27;14087.56;06-04-2023;DKK
HH_Search_Brand_Alm_202207;600.03;899;13363;20;1812.22;20-07-2022;EUR
HAVEHJ_Search_NonBrand_Havesaeson_202504_kopi;55477.61;6553;165533;209;99855.23;30-04-2025;DKK
Havehjornet_Search_NonBrand_Alm_202501_kopi;8493.54;1992;36328;31;19280.98;20-01-2025;DKK
HAVEHJ_Search_Brand_Havesaeson_202206;3370.38;381;13644;18;10820.73;06-06-2022;DKK
HAVEHJ_Search_NonBrand_Havesaeson_202206;24963.02;4395;100650;96;60387.81;25-06-2022;DKK
HH_Search_NonBrand_Alm_202301;5312.76;685;21838;16;12772.51;15-01-2023;DKK
Havehjornet_Search_Brand_Havesaeson_202304;11162.32;1405;29656;52;36877.56;30-04-2023;DKK
Havehjornet_Search_Brand_Alm_202409;5679.54;1284;18251;24;13523.12;14-09-2024;DKK
hh_dk_Search_Brand_Havesaeson_202304;5886.62;802;27647;26;19045.19;21-04-2023;DKK
hh_dk_Search_NonBrand_Alm_202202;1470.29;2604;27886;42;3099.87;16-02-2022;EUR
hh_dk_Search_Brand_Alm_202502;12621.79;2179;42917;56;36827.79;22-02-2025;DKK
hh_dk_Search_NonBrand_Havesaeson_202506;40999.85;8882;245386;158;84661.17;08-06-2025;DKK
hh_dk_Search_Brand_Jul_202212;7388.48;1239;20621;31;20590.82;21-12-2022;DKK
Havehjornet_Search_NonBrand_Alm_202310;17742.09;3071;50346;66;47542.74;31-10-2023;DKK
HH_Search_NonBrand_Alm_202202;11724.55;1400;35771;35;23102.27;07-02-2022;DKK
Havehjornet_Search_Brand_Alm_202208;3038.08;385;15173;14;8305.31;20-08-2022;DKK
HH_Search_NonBrand_Jul_202212;24803.01;2850;76429;82;47905.93;31-12-2022;DKK
HH_Search_Brand_Jul_202412;7253.32;1475;26593;31;23592.79;18-12-2024;DKK
hh_dk_Search_NonBrand_Alm_202509;10250.26;1379;28748;30;20462.16;03-09-2025;DKK
HH_Search_NonBrand_Alm_202203;10823.47;1348;32493;41;25649.33;21-03-2022;DKK
HH_Search_Brand_Alm_202509;7740.91;1770;30997;31;23273.08;25-09-2025;DKK
HAVEHJ_Search_Brand_Havesaeson_202404;10069.88;1559;30837;47;29314.70;27-04-2024;DKK
Havehjornet_Search_NonBrand_BlackFriday_202511;19900.81;2995;111520;70;41731.73;24-11-2025;DKK
HH_Search_Brand_Alm_202201_kopi;3090.01;474;11014;14;7435.62;20-01-2022;DKK
hh_dk_Search_NonBrand_Alm_202410;9680.21;1120;27814;29;21786.26;29-10-2024;DKK
HH_Search_NonBrand_Havesaeson_202504;21303.46;2624;63794;61;46631.88;13-04-2025;DKK
hh_dk_Search_Brand_Havesaeson_202505;11778.90;1505;77923;58;35135.20;09-05-2025;DKK
hh_dk_Search_Brand_Alm_202308;1405.58;225;9274;6;3617.32;07-08-2023;DKK
hh_dk_Search_Brand_Alm_202402;7974.30;1510;22107;36;24979.62;11-02-2024;DKK
HH_Search_NonBrand_Alm_202207;9892.21;1554;26034;38;17709.45;02-07-2022;DKK
hh_dk_Search_NonBrand_BlackFriday_202511;9657.35;1282;41016;29;20641.34;19-11-2025;DKK
hh_dk_Search_Brand_Alm_202401;5834.99;1364;23297;25;21284.98;20-01-2024;DKK
HH_Search_NonBrand_Havesaeson_202405;37460.67;4800;150450;112;77888.34;03-05-2024;DKK
hh_dk_Search_NonBrand_Alm_202303;14488.14;2756;78929;44;27131.42;19-03-2023;DKK
HH_Search_NonBrand_Alm_202309;21282.24;3007;77688;62;45397.13;03-09-2023;DKK
HH_Search_Brand_Havesaeson_202506;9239.27;1241;25176;39;26434.55;14-06-2025;DKK
Havehjornet_Search_Brand_Havesaeson_202506;9861.51;1683;30402;45;30289.28;07-06-2025;DKK
Havehjornet_Search_Brand_Alm_202508;4219.32;472;22992;18;10847.07;02-08-2025;DKK
HAVEHJ_Search_NonBrand_Jul_202212;45589.16;6733;143722;152;90802.76;14-12-2022;DKK
HAVEHJ_Search_NonBrand_Alm_202510;11279.44;1958;38614;36;34657.26;09-10-2025;DKK
Havehjornet_Search_NonBrand_BlackFriday_202511;46996.53;9243;134734;183;96302.66;20-11-2025;DKK
hh_dk_Search_NonBrand_Alm_202209;9841.82;2278;40265;35;18892.00;22-09-2022;DKK
Havehjornet_Search_NonBrand_Alm_202408;8085.45;1977;35794;29;16133.59;18-08-2024;DKK
hh_dk_Search_NonBrand_Alm_202402;9320.99;1542;27992;32;24571.97;27-02-2024;DKK
hh_dk_Search_NonBrand_Alm_202509;4381.23;506;12782;13;10164.81;10-09-2025;DKK
hh_dk_Search_NonBrand_Alm_202308;15743.01;3352;40253;45;28003.32;30-08-2023;DKK
HAVEHJ_Search_Brand_Jul_202512;1831.88;1857;67266;60;5254.95;11-12-2025;EUR
HAVEHJ_Search_Brand_Alm_202508;6670.53;970;21157;34;16839.75;21-08-2025;DKK
hh_dk_Search_NonBrand_Alm_202207_kopi;11923.09;1626;32122;42;26056.35;07-07-2022;DKK
hh_dk_Search_Brand_Alm_202408;2872.16;646;18867;14;8010.53;21-08-2024;DKK
Havehjornet_Search_Brand_Alm_202407;827.91;871;17596;33;2694.35;19-07-2024;EUR
Havehjornet_Search_Brand_Alm_202201;3516.04;442;8810;16;11206.89;28-01-2022;DKK
hh_dk_Search_Brand_Alm_202501;4664.49;945;12981;19;15834.55;15-01-2025;DKK
HH_Search_NonBrand_Alm_202307;15636.68;2143;83944;55;37166.60;12-07-2023;DKK
HH_Search_NonBrand_Alm_202402;14539.52;3103;43788;55;32094.39;26-02-2024;DKK
hh_dk_Search_NonBrand_Alm_202307;4731.72;857;12449;14;11055.92;28-07-2023;DKK
HH_Search_NonBrand_Havesaeson_202306;3059.42;2866;57970;74;7779.34;08-06-2023;EUR
Havehjornet_Search_NonBrand_Alm_202510;8222.58;1011;23564;29;21963.05;10-10-2025;DKK
